name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
Fábio Ferreira Vieira,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,54,Arsenal,Southampton,2,1,False,Southampton,38
Gabriel Fernando de Jesus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,FWD,65,Arsenal,Southampton,2,1,False,Southampton,38
Gabriel dos Santos Magalhães,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,61,Arsenal,Southampton,2,1,False,Southampton,38
Kai Havertz,4,19,0,0,0,0,0,0,0,0,0,0,0,3,0.2,11.9,8.0,2.0,0,0.14,0.01,0.15,0.00,0,0,0,0,0,0,0,1,False,378,Arsenal,FWD,77,Arsenal,Southampton,2,1,False,Southampton,38
Karl Hein,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,GK,40,Arsenal,Southampton,2,1,False,Southampton,38
Jurriën Timber,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,55,Arsenal,Southampton,2,1,False,Southampton,38
Jorge Luiz Frello Filho,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,46,Arsenal,Southampton,2,1,False,Southampton,38
Jakub Kiwior,8,90,0,0,0,1,0,0,0,0,0,0,0,10,22.4,5.3,0.0,2.8,1,0.00,0.03,0.03,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,DEF,49,Arsenal,Southampton,2,1,False,Southampton,38
Gabriel Martinelli Silva,9,70,0,0,0,1,0,0,0,0,0,0,0,11,19.0,42.8,48.0,11.0,1,0.74,0.23,0.97,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,65,Arsenal,Southampton,2,1,False,Southampton,38
Reiss Nelson,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Fulham,MID,50,Manchester City,Fulham,2,0,True,Manchester City,38
Eddie Nketiah,11,28,0,0,0,1,0,0,0,0,0,0,0,2,2.0,0.1,17.0,1.9,0,0.22,0.00,0.22,1.23,0,0,0,0,0,0,0,1,False,374,Crystal Palace,FWD,59,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Ethan Nwaneri,12,74,0,0,0,1,0,0,0,0,0,0,0,17,15.0,50.3,25.0,9.0,1,0.04,0.13,0.17,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,43,Arsenal,Southampton,2,1,False,Southampton,38
Martin Ødegaard,13,15,1,0,0,0,0,0,0,0,0,0,1,26,35.2,2.9,9.0,4.7,0,0.06,0.03,0.09,0.00,0,0,0,0,0,0,0,7,False,378,Arsenal,MID,82,Arsenal,Southampton,2,1,False,Southampton,38
Aaron Ramsdale,14,90,0,0,0,2,0,0,0,0,0,6,0,12,42.6,0.0,0.0,4.3,1,0.00,0.00,0.00,2.20,0,0,0,0,0,0,0,3,False,378,Southampton,GK,44,Arsenal,Southampton,2,1,True,Arsenal,38
David Raya Martin,15,90,0,0,0,1,0,0,0,0,0,1,0,6,11.0,0.0,0.0,1.1,1,0.00,0.00,0.00,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,GK,56,Arsenal,Southampton,2,1,False,Southampton,38
Declan Rice,16,90,0,0,0,1,0,0,0,0,0,0,0,15,24.2,41.6,25.0,9.1,1,0.16,0.07,0.22,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,63,Arsenal,Southampton,2,1,False,Southampton,38
Bukayo Saka,17,27,0,0,0,0,0,0,0,0,0,0,0,2,6.6,23.3,16.0,4.6,0,0.07,0.42,0.49,0.00,0,0,0,0,0,0,0,1,False,378,Arsenal,MID,104,Arsenal,Southampton,2,1,False,Southampton,38
William Saliba,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,64,Arsenal,Southampton,2,1,False,Southampton,38
Emile Smith Rowe,19,29,0,0,0,1,0,0,0,0,0,0,0,6,7.4,26.3,4.0,3.8,0,0.00,0.05,0.05,0.82,0,0,0,0,0,0,0,1,False,372,Fulham,MID,50,Manchester City,Fulham,2,0,True,Manchester City,38
Thomas Partey,20,90,0,0,0,1,0,0,0,0,0,0,0,17,24.4,17.6,7.0,4.9,1,0.03,0.05,0.08,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,49,Arsenal,Southampton,2,1,False,Southampton,38
Kieran Tierney,21,62,1,0,0,1,0,0,0,0,0,0,2,28,49.4,18.6,35.0,10.3,1,0.17,0.04,0.21,0.63,0,0,0,0,0,0,0,10,True,378,Arsenal,DEF,43,Arsenal,Southampton,2,1,False,Southampton,38
Tomiyasu Takehiro,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,48,Arsenal,Southampton,2,1,False,Southampton,38
Leandro Trossard,23,27,0,1,0,0,0,0,0,0,0,0,0,11,18.0,12.6,7.0,3.8,0,0.10,0.02,0.12,0.00,0,0,0,0,0,0,0,4,False,378,Arsenal,MID,67,Arsenal,Southampton,2,1,False,Southampton,38
Benjamin White,24,90,0,1,0,1,0,0,0,0,0,0,0,25,31.4,33.5,6.0,7.1,1,0.00,0.72,0.72,0.63,0,0,0,0,0,0,0,5,False,378,Arsenal,DEF,62,Arsenal,Southampton,2,1,False,Southampton,38
Oleksandr Zinchenko,25,69,0,0,0,1,0,0,0,0,0,0,0,12,21.0,28.1,13.0,6.2,1,0.37,0.25,0.62,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,DEF,48,Arsenal,Southampton,2,1,False,Southampton,38
Álex Moreno Lopera,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Nottingham,DEF,42,Chelsea,Nottingham,1,0,True,Chelsea,38
Cameron Archer,27,11,0,0,0,1,0,0,0,0,0,0,0,1,5.2,1.5,0.0,0.7,0,0.00,0.01,0.01,0.32,0,0,0,0,0,0,0,1,False,378,Southampton,FWD,48,Arsenal,Southampton,2,1,True,Arsenal,38
Leon Bailey,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,62,Aston Villa,Manchester United,0,2,False,Manchester United,38
Ross Barkley,29,6,0,0,0,1,0,0,0,0,0,0,0,4,1.8,0.6,4.0,0.6,0,0.10,0.01,0.11,0.87,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,52,Aston Villa,Manchester United,0,2,False,Manchester United,38
Enzo Barrenechea,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,49,Aston Villa,Manchester United,0,2,False,Manchester United,38
Emiliano Buendía Stati,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,51,Aston Villa,Manchester United,0,2,False,Manchester United,38
Matty Cash,32,90,0,0,0,2,0,0,0,0,0,0,0,5,21.6,2.1,21.0,4.5,1,0.06,0.01,0.07,2.86,0,0,0,0,0,0,0,1,False,375,Aston Villa,DEF,44,Aston Villa,Manchester United,0,2,False,Manchester United,38
Leander Dendoncker,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Moussa Diaby,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,65,Aston Villa,Manchester United,0,2,False,Manchester United,38
Diego Carlos Santos Silva,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Lucas Digne,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,44,Aston Villa,Manchester United,0,2,False,Manchester United,38
Lewis Dobbin,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,50,Aston Villa,Manchester United,0,2,False,Manchester United,38
Jhon Durán,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,FWD,57,Aston Villa,Manchester United,0,2,False,Manchester United,38
Joe Gauci,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,GK,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Kortney Hause,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,39,Aston Villa,Manchester United,0,2,False,Manchester United,38
Samuel Iling-Junior,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,54,Aston Villa,Manchester United,0,2,False,Manchester United,38
Boubacar Kamara,42,83,0,0,0,1,0,0,0,0,0,0,0,16,1.6,1.1,0.0,0.3,1,0.00,0.02,0.02,1.99,0,0,0,0,0,0,0,2,False,375,Aston Villa,MID,50,Aston Villa,Manchester United,0,2,False,Manchester United,38
Kaine Kesler-Hayden,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Ezri Konsa Ngoyo,44,90,0,0,0,2,0,0,0,0,0,0,0,1,13.2,0.3,0.0,1.4,1,0.00,0.00,0.00,2.86,0,0,0,0,0,0,0,1,False,375,Aston Villa,DEF,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Ian Maatsen,45,90,0,0,0,2,0,0,0,0,0,0,0,-9,0.0,1.1,2.0,0.3,1,0.00,0.02,0.02,2.86,0,0,0,0,0,0,0,1,False,375,Aston Villa,DEF,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Filip Marschall,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,GK,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Emiliano Martínez Romero,47,45,0,0,0,2,0,0,0,0,1,5,0,-3,32.4,0.0,0.0,3.2,1,0.00,0.00,0.00,1.11,0,0,0,0,0,0,0,-2,False,375,Aston Villa,GK,50,Aston Villa,Manchester United,0,2,False,Manchester United,38
John McGinn,48,61,0,0,1,0,0,0,0,0,0,0,0,6,0.0,3.1,7.0,0.9,1,0.06,0.03,0.09,1.44,0,0,0,0,0,0,0,3,False,375,Aston Villa,MID,52,Aston Villa,Manchester United,0,2,False,Manchester United,38
Tyrone Mings,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,44,Aston Villa,Manchester United,0,2,False,Manchester United,38
Kosta Nedeljković,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,39,Aston Villa,Manchester United,0,2,False,Manchester United,38
Robin Olsen,51,45,0,0,0,2,0,0,0,0,0,3,0,2,22.2,0.0,0.0,2.2,0,0.00,0.00,0.00,1.75,0,0,0,0,0,0,0,1,False,375,Aston Villa,GK,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Pau Torres,52,90,0,0,0,2,0,0,0,1,0,0,0,-2,16.8,0.2,0.0,1.7,1,0.00,0.00,0.00,2.86,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,42,Aston Villa,Manchester United,0,2,False,Manchester United,38
Jacob Ramsey,53,27,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.8,4.0,0.5,0,0.00,0.06,0.06,1.42,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,54,Aston Villa,Manchester United,0,2,False,Manchester United,38
Morgan Rogers,54,83,0,0,0,1,0,0,0,1,0,0,0,-4,2.6,4.8,2.0,0.9,1,0.00,0.01,0.01,1.99,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,58,Aston Villa,Manchester United,0,2,False,Manchester United,38
Viljami Sinisalo,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,GK,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Lino da Cruz Sousa,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Youri Tielemans,57,28,0,0,0,2,0,0,0,0,0,0,0,5,6.2,11.4,12.0,3.0,0,0.18,0.01,0.19,1.42,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,55,Aston Villa,Manchester United,0,2,False,Manchester United,38
Ollie Watkins,58,90,0,0,0,2,0,0,0,0,0,0,0,2,0.6,3.8,6.0,1.0,1,0.00,0.02,0.02,2.86,0,0,0,0,0,0,0,2,False,375,Aston Villa,FWD,92,Aston Villa,Manchester United,0,2,False,Manchester United,38
Max Aarons,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,43,Leicester,Bournemouth,0,2,True,Leicester,38
Tyler Adams,60,90,0,0,1,0,0,0,0,0,0,0,0,21,11.2,13.3,2.0,2.7,1,0.06,0.07,0.13,0.27,0,0,0,0,0,0,0,3,False,371,Bournemouth,MID,49,Leicester,Bournemouth,0,2,True,Leicester,38
Jaidon Anthony,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
David Brooks,62,62,0,0,1,0,0,0,0,0,0,0,0,10,10.6,29.8,59.0,9.9,1,0.38,0.19,0.57,0.25,0,0,0,0,0,0,0,3,False,371,Bournemouth,MID,49,Leicester,Bournemouth,0,2,True,Leicester,38
Ryan Christie,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,48,Leicester,Bournemouth,0,2,True,Leicester,38
Lewis Cook,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,50,Leicester,Bournemouth,0,2,True,Leicester,38
Enes Ünal,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,FWD,54,Leicester,Bournemouth,0,2,True,Leicester,38
Romain Faivre,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,50,Leicester,Bournemouth,0,2,True,Leicester,38
Hamed Traorè,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
James Hill,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,39,Leicester,Bournemouth,0,2,True,Leicester,38
Daniel Jebbison,69,27,0,0,0,0,0,0,0,0,0,0,0,-1,2.2,0.8,8.0,1.1,0,0.09,0.00,0.09,0.02,0,0,0,0,0,0,0,1,False,371,Bournemouth,FWD,45,Leicester,Bournemouth,0,2,True,Leicester,38
Milos Kerkez,70,90,0,0,1,0,0,0,0,0,0,0,0,23,11.4,23.8,14.0,4.9,1,0.05,0.07,0.12,0.27,0,0,0,0,0,0,0,6,False,371,Bournemouth,DEF,53,Leicester,Bournemouth,0,2,True,Leicester,38
Justin Kluivert,71,90,0,0,1,0,0,0,0,0,0,0,0,11,5.0,9.0,23.0,3.7,1,0.06,0.22,0.28,0.27,0,0,0,0,0,0,0,3,False,371,Bournemouth,MID,59,Leicester,Bournemouth,0,2,True,Leicester,38
Chris Mepham,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,44,Leicester,Bournemouth,0,2,True,Leicester,38
Norberto Murara Neto,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,GK,41,Arsenal,Southampton,2,1,False,Southampton,38
Dango Ouattara,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
Alex Paulsen,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,GK,40,Leicester,Bournemouth,0,2,True,Leicester,38
Philip Billing,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,48,Leicester,Bournemouth,0,2,True,Leicester,38
Alex Scott,77,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,7.0,1.0,0,0.04,0.00,0.04,0.00,0,0,0,0,0,0,0,1,False,371,Bournemouth,MID,47,Leicester,Bournemouth,0,2,True,Leicester,38
Antoine Semenyo,78,90,2,0,1,0,0,0,0,0,0,0,3,41,64.6,7.2,45.0,11.7,1,0.46,0.10,0.56,0.27,0,0,0,0,0,0,0,16,True,371,Bournemouth,MID,57,Leicester,Bournemouth,0,2,True,Leicester,38
Marcos Senesi,79,77,0,0,1,0,0,0,0,0,0,0,0,21,17.4,2.7,6.0,2.6,1,0.00,0.02,0.02,0.25,0,0,0,0,0,0,0,6,False,371,Bournemouth,DEF,46,Leicester,Bournemouth,0,2,True,Leicester,38
Luis Sinisterra,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,48,Leicester,Bournemouth,0,2,True,Leicester,38
Adam Smith,81,90,0,0,1,0,0,0,0,0,0,0,0,27,11.2,13.7,4.0,2.9,1,0.00,0.31,0.31,0.27,0,0,0,0,0,0,0,6,False,371,Bournemouth,DEF,44,Leicester,Bournemouth,0,2,True,Leicester,38
Dominic Solanke-Mitchell,82,65,1,0,0,2,0,0,0,0,0,0,1,32,45.2,0.3,17.0,6.3,1,0.79,0.00,0.79,1.32,0,0,0,0,0,0,0,7,False,379,Tottenham,FWD,73,Brighton,Tottenham,4,1,True,Brighton,38
Marcus Tavernier,83,90,0,0,1,0,0,0,0,0,0,0,1,33,24.8,71.4,28.0,12.4,1,0.17,0.71,0.88,0.27,0,0,0,0,0,0,0,4,False,371,Bournemouth,MID,54,Leicester,Bournemouth,0,2,True,Leicester,38
Mark Travers,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,GK,44,Leicester,Bournemouth,0,2,True,Leicester,38
Illia Zabarnyi,85,90,0,1,1,0,0,0,0,0,0,0,2,36,29.6,12.3,9.0,5.1,1,0.10,0.17,0.27,0.27,0,0,0,0,0,0,0,11,True,371,Bournemouth,DEF,44,Leicester,Bournemouth,0,2,True,Leicester,38
Kristoffer Ajer,86,4,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0.4,8.0,0.9,0,0.14,0.00,0.14,0.05,0,0,0,0,0,0,0,1,False,380,Brentford,DEF,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Ethan Brierley,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Nathan Collins,88,90,0,0,0,1,0,0,0,0,0,0,0,11,17.6,0.1,2.0,2.0,1,0.00,0.00,0.00,1.12,0,0,0,0,0,0,0,2,False,380,Brentford,DEF,46,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Mikkel Damsgaard,89,79,0,0,0,1,0,0,0,0,0,0,0,12,16.6,19.4,0.0,3.6,1,0.00,0.10,0.10,0.96,0,0,0,0,0,0,0,2,False,380,Brentford,MID,49,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Josh Dasilva,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,48,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Mark Flekken,91,90,0,0,0,1,0,0,0,0,0,5,0,15,37.4,0.0,0.0,3.7,1,0.00,0.00,0.00,1.12,0,0,0,0,0,0,0,3,False,380,Brentford,GK,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Rico Henry,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,43,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Aaron Hickey,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,43,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Vitaly Janelt,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,48,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Mathias Jensen,95,10,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4.8,0.0,0.2,0,0.00,0.06,0.06,0.16,0,0,0,0,0,0,0,1,False,380,Brentford,MID,53,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Kim Ji-soo,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,39,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Yunus Emre Konak,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Keane Lewis-Potter,98,90,0,0,0,1,0,0,0,0,0,0,0,9,15.8,17.0,6.0,3.9,1,0.51,0.05,0.56,1.12,0,0,0,0,0,0,0,2,False,380,Brentford,MID,50,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Bryan Mbeumo,99,90,1,0,0,1,0,0,0,0,0,0,1,26,50.8,33.3,26.0,11.0,1,0.27,0.11,0.38,1.12,0,0,0,0,0,0,0,8,False,380,Brentford,MID,83,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Ben Mee,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,42,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Christian Nørgaard,101,90,0,1,0,1,0,0,0,0,0,0,3,37,36.8,14.3,26.0,7.7,1,0.08,0.12,0.20,1.12,0,0,0,0,0,0,0,8,False,380,Brentford,MID,48,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Frank Onyeka,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,49,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Myles Peart-Harris,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Ethan Pinnock,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Mads Roerslev Rasmussen,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,43,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Kevin Schade,106,79,0,0,0,1,0,0,0,0,0,0,0,12,15.8,12.8,40.0,6.9,1,0.10,0.05,0.15,0.96,0,0,0,0,0,0,0,2,False,380,Brentford,MID,53,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
