name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
Nikola Milenković,573,90,0,0,0,1,0,0,0,0,0,0,0,12,21.6,10.5,7.0,3.9,1,0.07,0.04,0.11,1.07,0,0,0,0,0,0,0,2,False,377,Nottingham,DEF,52,Chelsea,Nottingham,1,0,True,Chelsea,38
Miodrag Pivaš,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Newcastle,DEF,40,Everton,Newcastle,1,0,True,Everton,38
Caleb Wiley,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
Andy Irving,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,47,West Ham,Ipswich,3,1,False,Ipswich,38
Jesper Lindstrøm,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,50,Everton,Newcastle,1,0,False,Newcastle,38
Riccardo Calafiori,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,58,Arsenal,Southampton,2,1,False,Southampton,38
Ryan Sessegnon,579,16,0,0,0,0,0,0,0,0,0,0,0,10,9.8,29.1,6.0,4.5,0,0.00,0.28,0.28,0.03,0,0,0,0,0,0,0,1,False,372,Fulham,DEF,42,Manchester City,Fulham,2,0,True,Manchester City,38
Dean Huijsen,580,12,0,1,0,0,0,0,0,0,0,0,0,13,19.4,10.8,0.0,3.0,0,0.00,0.01,0.01,0.02,0,0,0,0,0,0,0,4,False,371,Bournemouth,DEF,45,Leicester,Bournemouth,0,2,True,Leicester,38
Filip Jørgensen,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,GK,42,Chelsea,Nottingham,1,0,False,Nottingham,38
Jake O'Brien,582,90,0,0,1,0,0,0,0,0,0,0,0,23,15.6,0.2,0.0,1.6,1,0.00,0.00,0.00,1.27,0,0,0,0,0,0,0,6,False,376,Everton,DEF,45,Everton,Newcastle,1,0,False,Newcastle,38
Conor Townsend,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,DEF,39,West Ham,Ipswich,3,1,True,West Ham,38
Ben Brereton Díaz,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,MID,48,Arsenal,Southampton,2,1,True,Arsenal,38
Ismaïla Sarr,585,90,1,0,0,1,0,0,0,0,0,0,2,27,44.0,10.9,34.0,8.9,1,0.68,0.10,0.78,2.17,0,0,0,0,0,0,0,9,False,374,Crystal Palace,MID,55,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Jorge Cuenca Barreno,586,90,0,0,0,2,0,0,0,0,0,0,0,5,22.8,0.3,0.0,2.3,1,0.00,0.00,0.00,2.84,0,0,0,0,0,0,0,1,False,372,Fulham,DEF,44,Manchester City,Fulham,2,0,True,Manchester City,38
Crysencio Summerville,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,55,West Ham,Ipswich,3,1,False,Ipswich,38
Guido Rodríguez,588,10,0,1,0,0,0,0,0,0,0,0,0,17,21.6,11.3,2.0,3.5,0,0.00,0.02,0.02,0.32,0,0,0,0,0,0,0,4,False,373,West Ham,MID,48,West Ham,Ipswich,3,1,False,Ipswich,38
Niclas Füllkrug,589,72,0,0,0,1,0,0,0,0,0,0,0,7,9.6,16.4,19.0,4.5,1,0.17,0.04,0.21,0.48,0,0,0,0,0,0,0,2,False,373,West Ham,FWD,67,West Ham,Ipswich,3,1,False,Ipswich,38
William Osula,590,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11.1,6.0,1.7,0,0.04,0.01,0.05,0.33,0,0,0,0,0,0,0,1,False,376,Newcastle,FWD,49,Everton,Newcastle,1,0,True,Everton,38
Jean-Clair Todibo,591,90,0,0,0,1,0,0,0,0,0,0,0,6,28.2,1.1,0.0,2.9,1,0.00,0.01,0.01,0.76,0,0,0,0,0,0,0,2,False,373,West Ham,DEF,42,West Ham,Ipswich,3,1,False,Ipswich,38
Julián Araujo Zúñiga,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,43,Leicester,Bournemouth,0,2,True,Leicester,38
Matthijs de Ligt,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,DEF,48,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Noussair Mazraoui,594,19,0,0,0,0,0,0,0,0,0,0,0,11,10.4,21.8,4.0,3.6,1,0.00,0.13,0.13,0.00,0,0,0,0,0,0,0,1,False,375,Manchester United,DEF,42,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Brajan Gruda,595,75,0,0,0,1,0,0,0,0,0,0,0,14,7.4,53.4,10.0,7.1,1,0.05,0.28,0.33,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,MID,54,Brighton,Tottenham,4,1,False,Tottenham,38
João Pedro Ferreira Silva,596,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.2,0.0,0.0,0,0.00,0.00,0.00,0.07,0,0,0,0,0,0,0,1,False,377,Nottingham,MID,59,Chelsea,Nottingham,1,0,True,Chelsea,38
Myles Lewis-Skelly,597,20,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.3,2.0,0.6,0,0.00,0.01,0.01,0.00,0,0,0,0,0,0,0,1,False,378,Arsenal,MID,45,Arsenal,Southampton,2,1,False,Southampton,38
Lamare Bogarde,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,39,Aston Villa,Manchester United,0,2,False,Manchester United,38
Will Dennis,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,GK,39,Leicester,Bournemouth,0,2,True,Leicester,38
Yasin Ayari,600,45,0,0,0,1,0,0,0,0,0,0,0,4,3.8,17.0,5.0,2.6,1,0.02,0.23,0.25,1.47,0,0,0,0,0,0,0,1,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
Andrew Moran,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
Ryan Trevitt,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Harrison Armstrong,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,44,Everton,Newcastle,1,0,False,Newcastle,38
Josh King,604,17,0,0,0,0,0,0,0,0,0,0,0,-2,0.4,1.2,9.0,1.1,0,0.03,0.00,0.03,0.03,0,0,0,0,0,0,0,1,False,372,Fulham,MID,44,Manchester City,Fulham,2,0,True,Manchester City,38
Martial Godo,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Fulham,MID,44,Manchester City,Fulham,2,0,True,Manchester City,38
Will Alves,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,MID,44,Leicester,Bournemouth,0,2,False,Bournemouth,38
Nico O'Reilly,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,MID,49,Manchester City,Fulham,2,0,False,Fulham,38
Tyler Dibling,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,MID,43,Arsenal,Southampton,2,1,True,Arsenal,38
Will Lankshear,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,FWD,45,Brighton,Tottenham,4,1,True,Brighton,38
Mikey Moore,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Sam Szmodics,611,12,0,0,0,1,0,0,0,0,0,0,0,6,4.6,11.4,0.0,1.6,0,0.00,0.01,0.01,0.08,0,0,0,0,0,0,0,1,False,373,Ipswich,MID,57,West Ham,Ipswich,3,1,True,West Ham,38
Wilson Odobert,612,45,0,0,0,4,0,0,0,0,0,0,0,4,2.6,0.3,0.0,0.3,0,0.00,0.01,0.01,1.92,0,0,0,0,0,0,0,1,False,379,Tottenham,MID,53,Brighton,Tottenham,4,1,True,Brighton,38
Toby Collyer,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Jenson Metcalfe,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,45,Everton,Newcastle,1,0,False,Newcastle,38
Carl Rushworth,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,GK,39,Brighton,Tottenham,4,1,False,Tottenham,38
Ben Nelson,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,DEF,40,Leicester,Bournemouth,0,2,False,Bournemouth,38
Francisco Evanilson de Lima Barbosa,617,90,0,0,1,0,0,0,0,0,0,0,0,3,0.0,12.8,20.0,3.1,1,0.40,0.05,0.45,0.27,0,0,0,0,0,0,0,2,False,371,Bournemouth,FWD,59,Leicester,Bournemouth,0,2,True,Leicester,38
Georginio Rutter,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
Jens Cajuste,619,77,0,1,0,2,0,0,0,0,0,0,0,24,31.2,13.7,0.0,4.5,1,0.00,0.04,0.04,0.94,0,0,0,0,0,0,0,5,False,373,Ipswich,MID,45,West Ham,Ipswich,3,1,True,West Ham,38
Ramón Sosa,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Nottingham,MID,55,Chelsea,Nottingham,1,0,True,Chelsea,38
João Félix Sequeira,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,59,Chelsea,Nottingham,1,0,False,Nottingham,38
Sander Berge,622,4,0,0,0,0,0,0,0,0,0,0,0,2,4.0,0.6,17.0,2.2,0,0.29,0.02,0.31,0.00,0,0,0,0,0,0,0,1,False,372,Fulham,MID,50,Manchester City,Fulham,2,0,True,Manchester City,38
Mateus Gonçalo Espanha Fernandes,623,90,0,1,0,2,0,0,0,0,0,0,1,26,33.6,49.1,4.0,8.7,1,0.14,0.40,0.54,2.20,0,0,0,0,0,0,0,6,False,378,Southampton,MID,50,Arsenal,Southampton,2,1,True,Arsenal,38
Asmir Begovic,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,GK,40,Everton,Newcastle,1,0,False,Newcastle,38
Ilkay Gündogan,625,84,1,1,1,0,0,0,0,0,0,0,3,52,49.0,74.2,41.0,16.4,1,0.48,0.45,0.93,1.29,0,0,0,0,0,0,0,14,True,372,Manchester City,MID,63,Manchester City,Fulham,2,0,False,Fulham,38
Issa Kaboré,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,45,Manchester City,Fulham,2,0,False,Fulham,38
Roman Dixon,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,DEF,39,Everton,Newcastle,1,0,False,Newcastle,38
Ferdi Kadioglu,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,44,Brighton,Tottenham,4,1,False,Tottenham,38
Matt O'Riley,629,14,1,0,0,0,0,0,0,0,0,0,0,23,35.4,14.2,17.0,6.7,0,0.79,0.01,0.80,0.00,0,0,0,0,0,0,0,6,False,379,Brighton,MID,55,Brighton,Tottenham,4,1,False,Tottenham,38
Dara O'Shea,630,90,0,0,0,3,0,0,0,0,0,0,0,4,25.8,1.2,0.0,2.7,1,0.00,0.02,0.02,1.01,0,0,0,0,0,0,0,1,False,373,Ipswich,DEF,38,West Ham,Ipswich,3,1,True,West Ham,38
Jack Clarke,631,20,0,0,0,1,0,0,0,0,0,0,0,7,4.6,11.1,16.0,3.2,0,0.10,0.08,0.18,0.08,0,0,0,0,0,0,0,1,False,373,Ipswich,MID,54,West Ham,Ipswich,3,1,True,West Ham,38
Chiedozie Ogbene,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,MID,48,West Ham,Ipswich,3,1,True,West Ham,38
Mikel Merino,633,90,0,0,0,1,0,0,0,0,0,0,0,5,5.2,10.8,18.0,3.4,1,0.24,0.01,0.25,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,60,Arsenal,Southampton,2,1,False,Southampton,38
Gustavo Nunes Fernandes Gomes,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,49,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Bilal El Khannouss,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,MID,48,Leicester,Bournemouth,0,2,False,Bournemouth,38
Federico Chiesa,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,MID,68,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Bastien Meupiyou,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,39,Brentford,Wolverhampton,1,1,True,Brentford,38
Salah-Eddine Oulad M'hand,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,45,Arsenal,Southampton,2,1,False,Southampton,38
Tommy Setford,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,GK,45,Arsenal,Southampton,2,1,False,Southampton,38
Sil Swinkels,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
Oliwier Zych,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,GK,40,Aston Villa,Manchester United,0,2,False,Manchester United,38
André Trindade da Costa Neto,642,90,0,0,0,1,0,0,0,0,0,0,0,15,11.6,23.6,1.0,3.6,1,0.02,0.08,0.10,1.43,0,0,0,0,0,0,0,2,False,380,Wolverhampton,MID,50,Brentford,Wolverhampton,1,1,True,Brentford,38
Kaelan Casey,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,DEF,40,West Ham,Ipswich,3,1,False,Ipswich,38
Franco Umeh-Chibueze,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,44,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Justin Devenny,645,28,0,0,0,1,0,0,0,0,0,0,0,9,10.4,0.7,17.0,2.8,0,0.07,0.01,0.08,1.23,0,0,0,0,0,0,0,1,False,374,Crystal Palace,MID,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Asher Agbinone,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Kaden Rodney,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Ethan Wheatley,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,FWD,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Jayden Meghoma,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,40,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Maxence Lacroix,650,90,0,0,0,1,0,0,0,0,0,0,0,12,39.8,17.0,0.0,5.7,1,0.00,0.05,0.05,2.17,0,0,0,0,0,0,0,2,False,374,Crystal Palace,DEF,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Orel Mangala,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,50,Everton,Newcastle,1,0,False,Newcastle,38
Manuel Ugarte,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,49,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Felipe Rodrigues da Silva,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Nottingham,DEF,45,Chelsea,Nottingham,1,0,True,Chelsea,38
Carlos Soler,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,50,West Ham,Ipswich,3,1,False,Ipswich,38
Carlos Roberto Forbs Borges,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,54,Brentford,Wolverhampton,1,1,True,Brentford,38
Kadan Young,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,44,Aston Villa,Manchester United,0,2,False,Manchester United,38
Maldini Kacurri,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,40,Arsenal,Southampton,2,1,False,Southampton,38
Ayden Heaven,658,65,0,0,1,0,0,0,0,0,0,0,2,30,15.2,12.2,6.0,3.3,1,0.12,0.01,0.13,0.06,0,0,0,0,0,0,0,8,False,375,Manchester United,DEF,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Ismeal Kabia,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,45,Arsenal,Southampton,2,1,False,Southampton,38
Vítezslav Jaros,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,GK,40,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Tony Yogane,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Josh Nichols,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,40,Arsenal,Southampton,2,1,False,Southampton,38
Imari Samuels,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
Alfie Pond,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,39,Brentford,Wolverhampton,1,1,True,Brentford,38
Nathan Butler-Oyedeji,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,FWD,45,Arsenal,Southampton,2,1,False,Southampton,38
Caleb Kporha,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,40,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Jack Fletcher,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Killian Cahill,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,GK,39,Brighton,Tottenham,4,1,False,Tottenham,38
Harvey Davies,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,GK,40,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Harry Amass,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,DEF,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Jacob Wright,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,MID,45,Manchester City,Fulham,2,0,False,Fulham,38
Jahmai Simpson-Pusey,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,40,Manchester City,Fulham,2,0,False,Fulham,38
Jayce Fitzgerald,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Paris Maghoma,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Josh Wilson-Esbrand,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,40,Manchester City,Fulham,2,0,False,Fulham,38
Zach Marsh,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,FWD,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Ollie Scarles,677,71,0,0,0,1,0,0,0,0,0,0,0,10,14.2,12.5,4.0,3.1,1,0.00,0.01,0.01,0.48,0,0,0,0,0,0,0,2,False,373,West Ham,DEF,40,West Ham,Ipswich,3,1,False,Ipswich,38
Callum Bates,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,45,Everton,Newcastle,1,0,False,Newcastle,38
